職缺名稱,公司,地點,薪資,來源,發布日期,適合度分數,評分原因,連結,職缺描述,要求條件
★聊天也能年入百萬★內勤業務挑戰高獎金★完善教育訓練★來報名5/26&5/28線上說明會一探究竟_L(新北市板橋),安達國際人壽保險股份有限公司,新北市板橋區,面議,104,20260518,11.3,地點符合: 新北市板橋區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/87yva,"職位需有人身保險證照，無經驗可，公司會輔導考照~!

穩定內勤爽爽賺，
不用風吹日曬、不用跑外面，
銀行名單自動來，只需撥通電話
不用求人脈不煩惱，
專業保險規劃輕鬆聊，
客戶族群超級廣，
品牌響亮、產品超強，
成交就抽佣，業績門檻直接消失！

教育訓練超紮實，手遊考照像打怪，
劇情教學吸收快，想當業務快快來！

工作內容：
1.內勤上班免外出，電話高效行銷，銀行名單直接給，專業保險規劃輕鬆做
2...",
(Logistics) 海外物流主管 (派駐海外),嘉捷科技企業股份有限公司,新北市中和區,面議,104,20260522,11.3,地點符合: 新北市中和區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8yzry,"1.負責歐洲、北美、南美海外物流運輸的交付跟進；對接歐洲、北美、南美等海外當地清關行和關務，即時監控貨物物流動態，對於有異常回饋的貨物進行及時跟進並處理，尋求優化解決方案，順利完成貨物交付。
2.海外物流成本結算與統計：每月海外物流進行核算，並與供應商及時對賬，並按時完成付款流程、重要憑證歸檔管理。
3.管理海外協力廠商物流供應商：制定海外物流供應商績效管理，對其服務品質、價格優勢等不同維度進行評...",
【經營管理】Business Management Planner,文曄集團_文曄科技股份有限公司,新北市中和區,面議,104,20260519,11.3,地點符合: 新北市中和區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/5dm08,"1.	Good knowledge of inventory analysis, planning and material requirements planning (MRP).
2.	Independently executes the demand and supply matching activities (maintain a reasonable level and align w...",
"Analyst, Global Customer Experience",Klook客路_客遊天下旅行社有限公司,新北市板橋區,面議,104,20260521,11.3,地點符合: 新北市板橋區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8e96r,"in-class customer experience.
- Collaborate with vertical and business teams to address market-specific issues impacting",
全球貿易合規專案經理 Global Trade Compliance Manager,研華科技,內湖區,面議,LinkedIn,2026-05-07,11.3,技能匹配(1): 自動化; [技能7+職稱0+關鍵字5+地點0],https://tw.linkedin.com/jobs/view/%E5%85%A8%E7%90%83%E8%B2%BF%E6%98%93%E5%90%88%E8%A6%8F%E5%B0%88%E6%A1%88%E7%B6%93%E7%90%86-global-trade-compliance-manager-at-advantech-4410450009,此職位作為公司貿易合規的策略核心，初期將主導全球出口合規體系的「從無到有」或「系統化升級」專案。您將負責解讀地緣政治下的複雜法規，建立一套兼顧風險控管與業務效率的自動化流程，並在未來建立與領導專門的合規團隊。 此職位初期負責公司合規體系之建構與轉型專案，後續將根據業務發展規劃管理職責。 核心職責 (Key Responsibilities) • 全球合規體系規劃與建置： 主導規劃、建置並管理全球出...,
"#210729325 Global Investment Banking - Analyst, Taiwan (12-Month Fixed-Term Contract)",美商摩根大通銀行股份有限公司台北分公司,台北市信義區,面議,104,20260520,11.0,地點符合: 台北市信義區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8zvcg,"Posting Description

As an Investment Banking Analyst in the Taiwan Coverage team, you will develop strong relationships",
Internal Audit Program Manager / Sr. Program Manager 稽核專案經理,Gogoro Taiwan Limited_睿能創意股份有限公司,台北市松山區,面議,104,20260521,11.0,地點符合: 台北市松山區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/87gbh,"ITGCs) and application controls to ensure data integrity, system security, and compliance with internal frameworks.
-",
(台北總公司)倉管專員,總公司_長頸鹿文化事業股份有限公司,新北市新店區,面議,104,20260519,11.0,地點符合: 新北市新店區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8b7hi,"1.進貨作業: 進貨收料、驗收、數量清點、物品上架、儲位標示
2.出退貨作業: 揀貨、理貨、出貨檢核、包裝、裝箱、貼拖運單標籤
3.倉儲管理:  分倉調撥、儲位整理、儲位標示、表單及料帳管理，盤點作業管理
4.定期清潔環境、工具、設備、車輛，以確保符合安全規章
5.物流貨運廠商管理、物流拖運溝通聯繫
6.出口裝箱作業流程、出貨品質控管
7.電腦ERP系統操作,進行所有倉儲進出貨資料維護、出貨單列印...",
【個人金融】理財專員,玉山銀行_玉山商業銀行股份有限公司,台北市松山區,面議,104,20260521,11.0,地點符合: 台北市松山區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/3cr50,"擔任營業單位財富管理顧問，由顧客角度出發，提供全方位金融規劃服務，並透過團隊共同分析基金、債券、外匯等市場，維護關係同時開發潛力客戶。 

玉山財富管理特色 :
【科技創新】玉山銀行長期投入金融創新與數位轉型，連續5年榮獲《富比士》「台灣最佳銀行」，2025年榮獲Retail Banker International「年度最佳數位銀行獎」。我們是金融科技的領航者，透過AI與強大的資訊能力有效精進業...",
CMB-業務資深工程師,鴻海集團_昇煒科技有限公司,新北市土城區,面議,104,20260518,11.0,地點符合: 新北市土城區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8yfxl,"1. 國外客戶開發
2. 客戶關係管理
3. 專案報價及跟進
4. 其他主管交辦事項",
汐止-經管專員,友嘉實業股份有限公司,新北市汐止區,面議,104,20260518,11.0,地點符合: 新北市汐止區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8ylia,"1.BU經管作業(每月經管會召開)
2.產業分析
3.策略合作開發",
業務開發,禾豐印刷包裝有限公司,新北市中和區,面議,104,20260506,11.0,地點符合: 新北市中和區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/855ee,"1. 協助外勤業務開發潛在客戶，處理銷售業務相關之公司內部行政作業。
2. 一般文書資料處理及歸檔工作。
3. 負責電話開發、約訪新客戶。
4. 透過電話或郵件方式，持續追蹤、經營並維護既有的客戶。
5. 建立、記錄並維護顧客資料（如：聯繫記錄、顧客反應、帳務及訂購記錄）。
",
業務開發,禾豐印刷包裝有限公司,新北市中和區,面議,104,20260506,11.0,地點符合: 新北市中和區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8648e,"1. 協助外勤業務開發潛在客戶，處理銷售業務相關之公司內部行政作業。
2. 一般文書資料處理及歸檔工作。
3. 負責電話開發、約訪新客戶。
4. 透過電話或郵件方式，持續追蹤、經營並維護既有的客戶。
5. 建立、記錄並維護顧客資料（如：聯繫記錄、顧客反應、帳務及訂購記錄）。
",
Accounting Executive 會計主任,台灣賓士股份有限公司,台北市松山區,面議,104,20260515,11.0,地點符合: 台北市松山區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/907vm,"	Communicate with business units and/or IPS to resolve issues encountered
•	Ensure all payment documents are recorded as",
車險理賠專員(大台北),國泰世紀產物保險股份有限公司,台北市松山區,面議,104,20260518,11.0,地點符合: 台北市松山區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/3ym11,"1.車險理賠案件審核
2.車禍事故現場處裡
3.車輛維修勘估核價
4.損害賠償協商和解
5.肇事原因查證分析
6.其他主管交辦事項
(本職務將配合組織團隊布局策略，面談後將參考人員職能資歷與業務屬性評估落點單位)


應屆畢業生入職第一選擇!
不論是社會新鮮人或各行各業轉職，國泰產險都熱情歡迎您!
無需任何相關經驗，只要您積極正向且充滿熱情，喜歡挑戰並樂與人溝通，國泰產險需要您!
除每月保障固定月...",
【AI Server】Business Program Manager,鴻海精密工業股份有限公司,新北市土城區,面議,104,20260521,11.0,地點符合: 新北市土城區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/91kca," production, and continuously adjust the business forecast to meet revenue targets.

4. Monitor the North America AI server",
AD12005 電商金流營運專員(西歐),華碩,"臺北市, 台灣",面議,LinkedIn,2026-02-24,11.0,技能匹配(1): 跨部門溝通; [技能7+職稱0+關鍵字4+地點0],https://tw.linkedin.com/jobs/view/ad12005-%E9%9B%BB%E5%95%86%E9%87%91%E6%B5%81%E7%87%9F%E9%81%8B%E5%B0%88%E5%93%A1-%E8%A5%BF%E6%AD%90-at-asus-4374574389,工作說明 職務說明 你將加入 ASUS 西歐電商團隊，負責西歐十國的付款與營運管理。 此職務除了日常營運外，亦包含付款成功率優化、風險控管與問題分析，將直接影響訂單轉換率、營收與詐欺風險。 你將與 Stripe、PayPal、Klarna 及各國在地支付方式合作夥伴密切合作，並與客服、物流、財務與技術團隊協作，找出問題並推動改善。 主要職務內容 負責訂單與金流營運管理，涵蓋授權、請款、退款與退貨流...,
S.業務類-不動產商仲,羅兵咸永道,台北,面議,LinkedIn,2026-04-14,11.0,地點符合: 台北; [技能0+職稱0+關鍵字1+地點10],https://tw.linkedin.com/jobs/view/s-%E6%A5%AD%E5%8B%99%E9%A1%9E-%E4%B8%8D%E5%8B%95%E7%94%A2%E5%95%86%E4%BB%B2-at-pwc-4401735766,Job Description & Summary 1. 辦公室租賃與招商服務 2. 商用不動產/土地買賣、租賃仲介服務 3. 工業地產租賃與招商服務 4. 零售客戶代理服務 5. 商業不動產銷售代理、投資分析 需具備不動產營業員證書或不動產經紀人證照其一 https://www.pwc.tw/zh/services/real-estate.html https://www.pwc.tw/zh/n...,
現場組裝作業員/包裝員 (短期約聘可轉正職) / 周休二日 / 供餐,宇通科技股份有限公司,新北市樹林區,面議,104,20260522,10.7,地點符合: 新北市樹林區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8n4up,"**短期約聘人員，工作時間 (3個月)，表現良好即轉正職
**週休二日，可彈性選擇加班或是不加班。

1. 上班時間分早班與中班 (期間為即日起至2026/06/30) (可擇一選擇)
     a. 早班 08:00-12:00 / 12:30-16:30
     b. 中班 16:00-20:00 / 20:30-00:30
     c. 2026/07/01 起將改為單一班別 08:00...",
營運管理專員,口袋證券股份有限公司,新北市板橋區,面議,104,20260522,10.7,地點符合: 新北市板橋區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8yqc3,"1.執行證券經紀業務作業與主管機關相關規定。
2.訂/修定作業辦法及SOP。
3.配合內、外部查核。
4.外來文主會辦及教育訓練。
5.新種業務與專案開發評估/規劃/執行，經營績效追蹤與數據行動方案落地支援。
6.違約及客訴處理。
7.其他主管交辦事項。
",
資訊開發專案工程師_汐止_07882,緯創資通股份有限公司,新北市汐止區,面議,104,20260519,10.7,地點符合: 新北市汐止區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8ze0o,"1.擔任IT系統開發工程師與專案管理 
2.負責模組內有關內外部客戶專案需求訪談，系統解決方案討論並提出 
3.開發規格書撰寫與程式碼產出結果驗證，參與訂定系統整合測試計畫並執行 
4.參與使用者測試並提供必要之系統技術支援與訓練 
5.參與外部客人提出之整合測試 
6.專案正式啟動前之系統設定與上線後專案之後續問題處理與支援",
新光人壽-保全管理人員(契約變更),新光人壽保險股份有限公司_總公司,新北市板橋區,面議,104,20260521,10.7,地點符合: 新北市板橋區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8wbcm,"•	執行契約變更各項行政事務及申訴案件處理，以確保作業品質與服務效率。
•	製作相關管理性及分析統計報表，以提供主管決策參考。
•	回覆保戶及公司同仁對契約變更業務的詢問，提升服務績效。
•	即時處理契約變更相關之業務聯繫單及電子公文，以提升內外部顧客滿意度。",
【Business Development】Sr. Sales & Marketing Specialist,宏碁集團_海柏特股份有限公司,新北市汐止區,面議,104,20260511,10.7,地點符合: 新北市汐止區; [技能0+職稱0+關鍵字1+地點10],https://www.104.com.tw/job/8zqev,"1.	Identify potential customers in the target market and research on their business needs.
2.	Screen potential business",
"Associate Manager / Manager, Clinical Development",智擎生技製藥股份有限公司,台北市中山區,面議,104,20260522,10.3,地點符合: 台北市中山區; [技能0+職稱0+關鍵字0+地點10],https://www.104.com.tw/job/918u1," conduct, identifying issues in protocol adherence, enrollment, and data quality, and driving timely corrective actions 
•",
【私銀財管】金融產品PM(結構型、固定收益及海外股票/ETF)(經驗行員),玉山銀行_玉山商業銀行股份有限公司,台北市松山區,面議,104,20260520,10.3,地點符合: 台北市松山區; [技能0+職稱0+關鍵字0+地點10],https://www.104.com.tw/job/7hh6n,"1.結構型產品企劃與管理(上下架、定期審查)
2.合作夥伴規劃、洽談與管理
3.業務推廣、績效管理與產品部位管理
4.教育訓練規劃與執行
5.法令遵循、風險管理、作業流程及資訊系統等產品企劃相關業務

★本平台僅供職缺內容參考。若您對此職缺有興趣，請至本行「玉山金控菁英甄選網站」投遞正式履歷。【投遞連結：https://esnhr.pse.is/394b2n】
★書審通過者，我們將主動與您聯繫，並...",
